file,version,size,date,decision,n,wr,avg_pnl,detail
v502_weekly_breaker_daily_transfer_direction_closure_latest.json,502,5724,,WEEKLY_BREAKER_TRANSFER_CAUSAL_HIGH_WR_BUT_FAILS_EXPECTANCY_PAYOFF_PF_AND_ALL_YEAR_STABILITY__CLOSE_NO_VARIANTS,300,55.0,0.5,
v503_weekly_ssl_choch_demand_oracle_latest.json,503,1151,2026-07-15T14:12:41,WEEKLY_SSL_CHOCH_DEMAND_ORACLE_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v504_weekly_ssl_choch_demand_frozen_t1_replay_latest.json,504,4135,2026-07-15T14:15:23,WEEKLY_SSL_CHOCH_DEMAND_ECONOMIC_GATE_FAIL__INDEPENDENT_METRIC_AUDIT_THEN_CLOSE,7415,55.0,0.5,
v505_weekly_ssl_choch_demand_metric_audit_latest.json,505,3491,2026-07-15T14:18:47,WEEKLY_SSL_CHOCH_DEMAND_VERIFIED_ECONOMIC_FAIL__CLOSE_ONTOLOGY_NO_VARIANTS,6843,72.0444,-0.0485,
v508_weekly_ifvg_support_oracle_latest.json,508,939,2026-07-15T15:08:43,WEEKLY_IFVG_SUPPORT_ORACLE_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v509_weekly_ifvg_support_frozen_t1_replay_latest.json,509,3999,2026-07-15T15:11:20,WEEKLY_IFVG_SUPPORT_ECONOMIC_GATE_FAIL__INDEPENDENT_METRIC_AUDIT_THEN_CLOSE,30039,55.0,0.5,
v510_weekly_ifvg_support_metric_audit_latest.json,510,3368,2026-07-15T15:12:59,WEEKLY_IFVG_SUPPORT_VERIFIED_ECONOMIC_FAIL__CLOSE_ONTOLOGY_NO_VARIANTS,27827,58.9607,0.1387,
v512_weekly_bos_daily_ssl_reversal_oracle_latest.json,512,1220,2026-07-15T15:34:22,WEEKLY_BOS_DAILY_SSL_ORACLE_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v513_weekly_bos_daily_ssl_reversal_frozen_t1_replay_latest.json,513,4198,2026-07-15T15:39:42,WEEKLY_BOS_DAILY_SSL_ECONOMIC_GATE_FAIL__INDEPENDENT_METRIC_AUDIT_THEN_CLOSE,7938,55.0,0.5,
v514_weekly_bos_daily_ssl_reversal_metric_audit_latest.json,514,3609,2026-07-15T15:43:11,WEEKLY_BOS_DAILY_SSL_VERIFIED_ECONOMIC_FAIL__CLOSE_ONTOLOGY_NO_VARIANTS,7387,64.1262,0.1247,
v516_local_structure_frontier_closure_latest.json,516,5399,2026-07-15T22:42:53,CURRENT_LOCAL_OHLCV_PURE_STRUCTURE_RESEARCH_COMPLETE__ZERO_ALL_YEAR_PROMOTION_PASS__STOP_STRATEGY_ITERATION,50401,60.727,0.5034,
v517_daily_effort_result_absorption_seed_gate_latest.json,517,2161,2026-08-14T16:23:58,V517_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED_BEFORE_SINGLE_FROZEN_T1_REPLAY,3389,,,
v517_frozen_replay_mechanism_diagnostic_20260806.json,517,3739,2026-08-06,,3268,,1.5352,
v518_daily_effort_result_absorption_independent_oracle_latest.json,518,1204,2026-08-14T16:32:16,V518_ORACLE_PASS__SINGLE_FROZEN_T1_REPLAY_ALLOWED,,,,
v519_daily_effort_result_absorption_frozen_t1_replay_latest.json,519,6612,2026-08-03T18:54:33,V519_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,3268,59.8225,1.5352,
v520_daily_effort_result_absorption_independent_metric_audit_latest.json,520,1040,2026-08-03T18:54:33,V520_BLOCKED__V519_FROZEN_GATE_FAILED__NO_STALE_AUDIT_REUSE,,,,
v522_effort_result_release_audit_latest.json,522,4400,2026-08-13T18:14:11,V522_PRODUCTION_LICENSE_BLOCKED,3268,59.8225,1.5352,
v524_effort_increment_cost_stress_audit_latest.json,524,18660,2026-07-17T16:24:16,V524_DIAGNOSTIC_COMPLETE__NO_PRODUCTION_STATE_CHANGE,1861,45.6744,0.0793,
v525_effort_result_structural_rr_gate_latest.json,525,3764,2026-07-17T16:17:09,V525_SUPPORT_FAIL__NO_REPLAY_PROMOTION,69,40.5797,1.678,
v527_spring_test_effort_result_seed_gate_latest.json,527,1135,2026-07-17T16:40:51,V527_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED,8124,,,
v527_wyckoff_spring_test_sos_seed_gate_latest.json,527,2163,2026-07-17T16:03:22,V527_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED_BEFORE_ONE_FROZEN_T1_REPLAY,381,,,
v528_spring_test_effort_result_independent_oracle_latest.json,528,712,2026-07-17T16:41:32,V528_ORACLE_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v528_wyckoff_spring_test_sos_independent_oracle_latest.json,528,1042,2026-07-17T16:05:00,V528_ORACLE_PASS__ONE_FROZEN_T1_REPLAY_ALLOWED,,,,
v529_spring_test_effort_result_frozen_t1_replay_latest.json,529,3908,2026-07-17T16:43:27,V529_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,7329,62.2322,-0.3586,
v529_wyckoff_spring_test_sos_frozen_t1_replay_latest.json,529,4035,2026-07-17T16:13:01,V529_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,363,59.7796,-0.6679,
v530_research_direction_and_integrity_closure_20260717.json,530,3886,2026-07-17T16:18:39+08:00,,388,63.4021,0.949,
v530_sos_backup_effort_result_seed_gate_latest.json,530,2011,2026-07-17T17:18:46,V530_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED,1570,,,
v531_sos_backup_effort_result_independent_oracle_latest.json,531,709,2026-07-17T17:19:57,V531_ORACLE_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v532_sos_backup_effort_result_frozen_t1_replay_latest.json,532,3890,2026-07-17T17:21:12,V532_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,1440,55.0694,-0.5342,
v533_selling_climax_ar_st_sos_seed_gate_latest.json,533,1952,2026-07-17T17:23:44,V533_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED,26313,,,
v534_selling_climax_ar_st_sos_independent_oracle_latest.json,534,711,2026-07-17T17:25:12,V534_ORACLE_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v535_selling_climax_ar_st_sos_frozen_t1_replay_latest.json,535,3918,2026-07-17T17:28:20,V535_FROZEN_REPLAY_FAIL__CLOSE_ONTOLOGY__NO_VARIANTS,20441,68.1522,1.5283,
v536_multisource_capability_audit_20260719.json,536,2996,2026-07-19T21:20:00+08:00,,,,,
v536_source_isolated_cache_audit_baostock_20260720_083632.json,536,986,2026-07-20T08:36:32,SOURCE_ISOLATED_CACHE_FAIL,,,,
v536_source_isolated_cache_audit_baostock_20260720_083803.json,536,374,2026-07-20T08:38:03,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_full_latest.json,536,1825,2026-07-20T09:31:49,CACHED_SUBSET_INTEGRITY_PASS__UNIVERSE_INCOMPLETE,,,,
v536_source_isolated_cache_audit_baostock_latest.json,536,420,2026-08-11T20:47:36,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard00_of_01_20260720_092817.json,536,414,2026-07-20T09:28:17,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard00_of_01_20260720_092818.json,536,414,2026-07-20T09:28:18,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard00_of_01_20260811_204736.json,536,420,2026-08-11T20:47:36,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard00_of_04_20260720_092734.json,536,1640,2026-07-20T09:27:34,SOURCE_ISOLATED_CACHE_FAIL,,,,
v536_source_isolated_cache_audit_baostock_shard00_of_04_20260720_093149.json,536,418,2026-07-20T09:31:49,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard00_of_04_20260811_213509.json,536,418,2026-08-11T21:35:09,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard01_of_04_20260720_092731.json,536,1030,2026-07-20T09:27:31,SOURCE_ISOLATED_CACHE_FAIL,,,,
v536_source_isolated_cache_audit_baostock_shard01_of_04_20260720_093146.json,536,418,2026-07-20T09:31:46,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard01_of_04_20260811_213510.json,536,418,2026-08-11T21:35:10,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard02_of_04_20260720_092732.json,536,1030,2026-07-20T09:27:32,SOURCE_ISOLATED_CACHE_FAIL,,,,
v536_source_isolated_cache_audit_baostock_shard02_of_04_20260720_093146.json,536,418,2026-07-20T09:31:46,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard02_of_04_20260811_213511.json,536,418,2026-08-11T21:35:11,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard03_of_04_20260720_092734.json,536,1030,2026-07-20T09:27:34,SOURCE_ISOLATED_CACHE_FAIL,,,,
v536_source_isolated_cache_audit_baostock_shard03_of_04_20260720_093147.json,536,418,2026-07-20T09:31:47,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_baostock_shard03_of_04_20260811_213512.json,536,418,2026-08-11T21:35:12,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_latest.json,536,412,2026-08-07T22:58:01,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260720_164655.json,536,406,2026-07-20T16:46:55,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260720_164719.json,536,406,2026-07-20T16:47:19,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260720_165259.json,536,408,2026-07-20T16:52:59,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260721_062948.json,536,412,2026-07-21T06:29:48,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260722_131013.json,536,412,2026-07-22T13:10:13,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260722_224532.json,536,406,2026-07-22T22:45:32,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260723_004351.json,536,406,2026-07-23T00:43:51,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260723_005636.json,536,412,2026-07-23T00:56:36,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260723_010824.json,536,412,2026-07-23T01:08:24,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260728_162058.json,536,412,2026-07-28T16:20:58,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260730_153215.json,536,412,2026-07-30T15:32:15,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260731_152541.json,536,412,2026-07-31T15:25:41,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260731_155437.json,536,412,2026-07-31T15:54:37,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260805_153302.json,536,412,2026-08-05T15:33:02,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_01_20260807_225801.json,536,412,2026-08-07T22:58:01,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_04_20260723_004740.json,536,412,2026-07-23T00:47:40,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_16_20260720_190832.json,536,411,2026-07-20T19:08:32,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_16_20260720_201824.json,536,411,2026-07-20T20:18:24,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard00_of_16_20260721_052602.json,536,411,2026-07-21T05:26:02,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard01_of_04_20260723_004740.json,536,412,2026-07-23T00:47:40,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard01_of_16_20260721_052632.json,536,411,2026-07-21T05:26:32,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard02_of_04_20260723_004738.json,536,412,2026-07-23T00:47:38,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard02_of_16_20260721_052704.json,536,411,2026-07-21T05:27:04,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard03_of_04_20260723_004750.json,536,412,2026-07-23T00:47:50,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard03_of_16_20260721_052735.json,536,411,2026-07-21T05:27:35,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard04_of_16_20260721_052808.json,536,411,2026-07-21T05:28:08,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard05_of_16_20260721_052841.json,536,411,2026-07-21T05:28:41,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard06_of_16_20260721_052917.json,536,411,2026-07-21T05:29:17,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard07_of_16_20260720_190847.json,536,411,2026-07-20T19:08:47,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard07_of_16_20260720_201843.json,536,411,2026-07-20T20:18:43,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard07_of_16_20260721_052953.json,536,411,2026-07-21T05:29:53,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard08_of_16_20260720_221719.json,536,411,2026-07-20T22:17:19,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard08_of_16_20260721_053017.json,536,411,2026-07-21T05:30:17,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard09_of_16_20260721_053054.json,536,411,2026-07-21T05:30:54,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard10_of_16_20260721_053130.json,536,412,2026-07-21T05:31:30,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard11_of_16_20260721_053206.json,536,412,2026-07-21T05:32:06,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard12_of_16_20260721_053237.json,536,412,2026-07-21T05:32:37,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard13_of_16_20260721_053307.json,536,412,2026-07-21T05:33:07,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard14_of_16_20260721_053340.json,536,412,2026-07-21T05:33:40,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard15_of_16_20260720_190901.json,536,412,2026-07-20T19:09:01,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard15_of_16_20260720_201901.json,536,412,2026-07-20T20:19:01,SOURCE_ISOLATED_CACHE_PASS,,,,
v536_source_isolated_cache_audit_sina_shard15_of_16_20260721_053414.json,536,412,2026-07-21T05:34:14,SOURCE_ISOLATED_CACHE_PASS,,,,
v536a_sina_industry_leadership_seed_gate_latest.json,536a,1985,2026-07-21T08:29:53,V536A_SUPPORT_INSUFFICIENT__NO_OUTCOMES_OPENED__CLOSE_OR_REDESIGN_OBJECT,,,,
v537_no_supply_compression_expansion_seed_gate_latest.json,537,2034,2026-07-21T10:06:17,V537_SUPPORT_FAIL__CLOSE_ONTOLOGY_WITHOUT_OUTCOMES__NO_RELAXATION,102,,,
v539_sina_m15_ssl_bos_fvg_seed_gate_latest.json,539,1721,2026-07-23T01:59:59,V539_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED,58535,,,
v540_sina_m15_ssl_bos_fvg_independent_oracle_latest.json,540,1256,2026-07-23T02:24:32,V540_ORACLE_PASS__ONE_FROZEN_PARTIAL_RANGE_REPLAY_AUTHORIZED,,,,
v541_sina_m15_ssl_bos_fvg_frozen_t1_replay_latest.json,541,3419,2026-07-23T03:41:15,V541_PARTIAL_RANGE_RESEARCH_FAIL__CLOSE_OBJECT,41309,38.3161,-0.2915,
v543_sina_m15_ssl_displacement_absorption_seed_gate_latest.json,543,2536,2026-07-23T04:00:06,V543_SUPPORT_PASS__INDEPENDENT_ORACLE_REQUIRED,12327,,,
v544_sina_m15_ssl_displacement_absorption_independent_oracle_latest.json,544,1765,2026-07-23T04:19:26,V544_ORACLE_PASS__ONE_FROZEN_PARTIAL_RANGE_REPLAY_AUTHORIZED,,,,
v545_sina_m15_ssl_displacement_absorption_frozen_t1_replay_latest.json,545,3595,2026-07-23T04:27:42,V545_PARTIAL_RANGE_RESEARCH_FAIL__CLOSE_OBJECT,8805,39.0119,-0.3236,
v548_htf_trend_m15_entry_seed_gate_latest.json,548,2210,2026-07-23T14:07:54,V548_SUPPORT_INSUFFICIENT__NO_OUTCOMES_OPENED__CLOSE_OBJECT,220,,,
v550_htf_m15_independent_oracle_latest.json,550,1349,2026-07-23T16:28:17,V550_ORACLE_PASS__EXPLORATORY_FROZEN_T1_REPLAY_AUTHORIZED,,,,
v551_htf_m15_exploratory_frozen_t1_replay_latest.json,551,3414,2026-07-23T16:30:34,V551_EXPLORATORY_REPLAY_FAIL__CLOSE_OBJECT,35,40.0,0.7255,
v552_htf_m15_exploratory_closure_latest.json,552,3954,2026-07-23T16:35:00,,,,,
v554_daily_m15_takeover_independent_oracle_latest.json,554,727,2026-07-23T20:00:23,V554_IDENTITY_PASS__FROZEN_T1_DIAGNOSTIC_REPLAY_ALLOWED,,,,
v558_v557_independent_raw_oracle_latest.json,558,866,2026-07-23T22:45:21,IDENTITY_PASS__FROZEN_T1_REPLAY_ALLOWED,,,,
v559_confirmed_m15_choch_frozen_t1_replay_latest.json,559,1979,2026-07-23T22:46:34,FROZEN_REPLAY_COMPLETE__RESEARCH_RESULT_ONLY__NO_PRODUCTION_AUTHORIZATION,8167,,,
v560_v553_v559_reconciliation_and_branch_closure_latest.json,560,4348,2026-07-23T22:50:00,V553_V559_BRANCH_COMPLETE__FROZEN_REPLAY_GATE_FAILED__NO_MORE_VARIANTS__SOURCE_QUALIFICATION_ONLY,1789,False,False,
v562_htf_industry_m15_absorption_seed_gate_latest.json,562,2172,2026-07-24T14:36:02,V562_SUPPORT_INSUFFICIENT__NO_OUTCOMES_OPENED__CLOSE_OBJECT,516,,,
v562_v300_candidate_identity_audit_latest.json,562,11680,2026-07-24T16:02:57,,137551,,,
v563_industry_synchronized_m15_independent_oracle_latest.json,563,1748,2026-07-24T17:05:21,INDEPENDENT_ORACLE_PASS__FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v564_industry_led_m60_external_sweep_choch_oracle_latest.json,564,996,2026-07-24T16:08:22,,,,,
v564_industry_synchronized_m15_frozen_t1_replay_latest.json,564,3020,2026-07-24T17:12:09,FROZEN_REPLAY_FAIL__CLOSE_OBJECT__NO_PRODUCTION_AUTHORIZATION,2839,,,
v564_v563_independent_raw_oracle_latest.json,564,1010,2026-07-24T15:50:32,V564_ORACLE_PASS__ONE_FROZEN_T1_REPLAY_AUTHORIZED,,,,
v565_industry_led_m60_external_sweep_choch_frozen_t1_replay_latest.json,565,3267,2026-07-24T16:09:37,,351,False,False,
v565_industry_synchronized_m15_metric_audit_latest.json,565,2224,2026-07-24T17:13:38,V564_METRICS_REPRODUCED__FROZEN_ONTOLOGY_ECONOMICALLY_FAILED__CLOSE_BRANCH,1423,,,
v565_v563_frozen_t1_replay_latest.json,565,2190,2026-07-24T14:18:09,FROZEN_REPLAY_COMPLETE__RESEARCH_ONLY__NO_PRODUCTION_WRITE,3436,,,
v566_v563_frozen_strict_t1_replay_latest.json,566,2488,2026-07-24T15:52:51,V566_FROZEN_REPLAY_GATE_FAILED__CLOSE_V563_CONTRACT_NO_VARIANTS,1095,,,
v567_v563_frozen_replay_mechanism_review_latest.json,567,3068,2026-07-24T15:55:00,V563_CLOSED_ECONOMIC__NEXT_RESEARCH_MUST_CHANGE_THE_INTRADAY_CAUSAL_EVENT_NOT_TUNE_V563,,,,
v567_v566_independent_identity_oracle_latest.json,567,1391,2026-07-24T15:19:00,V567_IDENTITY_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v568_v566_frozen_strict_t1_replay_latest.json,568,2976,2026-07-24T15:21:30,V568_FROZEN_REPLAY_GATE_FAIL__CLOSE_V566_ONTOLOGY_NO_VARIANTS,37406,,,
v570_v569_independent_raw_oracle_latest.json,570,1179,2026-07-24T16:25:44,V570_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v571_v569_frozen_strict_t1_replay_latest.json,571,3171,2026-07-24T16:27:15,V571_FROZEN_REPLAY_GATE_FAIL__CLOSE_V569_ONTOLOGY_NO_VARIANTS,4508,,,
v572_v566_industry_activation_independent_oracle_latest.json,572,1359,2026-07-24T17:44:18,V572_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v573_v566_industry_activation_frozen_strict_t1_replay_latest.json,573,3049,2026-07-24T17:45:59,V573_FROZEN_REPLAY_GATE_FAIL__CLOSE_V566_ONTOLOGY_NO_VARIANTS,1468,,,
v573_v572_independent_raw_oracle_latest.json,573,1285,2026-07-24T17:30:25,V573_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v574_v572_frozen_strict_t1_replay_latest.json,574,2884,2026-07-24T17:31:43,V574_FROZEN_REPLAY_GATE_FAIL__CLOSE_V572_ONTOLOGY_NO_VARIANTS,5165,,,
v574_v573_independent_metric_audit_latest.json,574,1973,,V573_METRICS_REPRODUCED__CLOSE_V566_ONTOLOGY_NO_VARIANTS,1468,,,
v578_v577_independent_raw_oracle_latest.json,578,1195,2026-07-24T18:19:04,V578_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v579_v577_frozen_strict_t1_replay_latest.json,579,3197,2026-07-24T18:21:18,V579_FROZEN_REPLAY_GATE_FAIL__CLOSE_V577_ONTOLOGY_NO_VARIANTS,24386,,,
v580_v577_independent_metric_audit_and_closure_latest.json,580,2628,2026-07-24T18:23:00,CLOSED_ECONOMIC__V577_LENDING_SELL_PRESSURE_TO_BSL_SQUEEZE__NO_THRESHOLD_WINDOW_EXIT_YEAR_OR_SYMBOL_VARIANTS,24386,,,
v583_v582_source_identity_and_support_closure_latest.json,583,1923,2026-07-24T18:46:00,CLOSED_SUPPORT_GATE__V582_LOCKUP_RELEASE_SSL_EXHAUSTION__NO_OUTCOMES_OPENED__NO_SELECTOR_OR_EXECUTION_VARIANTS,,,,
v586_v585_independent_raw_oracle_latest.json,586,1190,2026-07-24T18:49:52,V586_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v587_v585_frozen_strict_t1_replay_latest.json,587,3181,2026-07-24T18:51:05,V587_FROZEN_REPLAY_GATE_FAIL__CLOSE_V585_ONTOLOGY_NO_VARIANTS,2874,,,
v588_v585_independent_metric_audit_and_closure_latest.json,588,2920,2026-07-24T18:52:00,CLOSED_ECONOMIC__V585_INSIDER_REDUCTION_PLAN_TO_SSL_EXHAUSTION_BULLISH_REVERSAL__NO_THRESHOLD_WINDOW_EXIT_YEAR_OR_SYMBOL_VARIANTS,2874,,,
v599_v598_independent_raw_oracle_latest.json,599,1166,2026-07-24T19:30:48,V599_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v600_v598_frozen_strict_t1_replay_latest.json,600,2891,2026-07-24T19:32:09,V600_FROZEN_REPLAY_GATE_FAIL__CLOSE_V598_ONTOLOGY_NO_VARIANTS,1618,,,
v602_v539_smc_semantic_lifecycle_audit_latest.json,602,6726,2026-07-25T01:07:53,,58535,,,
v603_v602_independent_raw_semantic_audit_latest.json,603,602,,,,,,
v604_v603_independent_raw_bar_oracle_latest.json,604,843,2026-07-26T06:04:20,V604_RAW_BAR_SEMANTIC_ORACLE_PASS__STAGE2_MANUAL_REVIEW_REQUIRED__REPLAY_PROHIBITED,,,,
v604_v603_independent_semantic_audit_latest.json,604,1609,2026-07-25T11:48:28,V604_INDEPENDENT_SEMANTIC_AUDIT_PASS__MANUAL_SAMPLE_REVIEW_REQUIRED__NO_REPLAY_AUTHORIZED_YET,,,,
v605_v602_frozen_strict_t1_replay_latest.json,605,3233,2026-07-24T20:11:12,V605_FROZEN_REPLAY_GATE_FAIL__CLOSE_V602_ONTOLOGY_NO_VARIANTS,27490,,,
v606_v602_independent_metric_audit_and_closure_latest.json,606,2786,2026-07-24T20:13:01,CLOSED_ECONOMIC__V602_CANONICAL_BOS_DEMAND_RECLAIM__NO_SELECTOR_TIMING_STOP_TARGET_HOLD_CALENDAR_SYMBOL_OR_THRESHOLD_VARIANTS,27490,,,
v606_v603_strict_t1_replay_preregistration.json,606,2573,2026-07-26T06:10:00,,,,,
v606_v605_independent_raw_oracle_latest.json,606,1170,2026-07-24T21:51:06,V606_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
v607_current_available_data_strategy_frontier_closure_latest.json,607,2122,2026-07-24T20:13:01,CURRENT_AVAILABLE_DATA_STRATEGY_FRONTIER_EXHAUSTED__NO_PRODUCTION_STRATEGY__EMPTY_BOOK__SOURCE_QUALIFICATION_ONLY,49256,,,
v607_v605_frozen_strict_t1_replay_latest.json,607,3171,2026-07-24T21:52:10,V607_FROZEN_REPLAY_GATE_FAIL__CLOSE_V605_ONTOLOGY_NO_VARIANTS,995,,,
v608_v603_stage2_semantic_review_gate.json,608,2629,2026-07-25T11:30:00,,,,,
v610_v603_stage2_semantic_repair_and_gate.json,610,3649,2026-07-25T11:50:08,,,,,
v612_v603_one_frozen_strict_t1_replay_latest.json,612,1440,2026-07-25T12:03:09,V612_FROZEN_REPLAY_COMPLETE__INDEPENDENT_METRIC_AUDIT_REQUIRED__NO_VARIANTS_NO_PRODUCTION,2930,,,
v612_v603_preliminary_replay_quarantine.json,612,844,,"INVALID_DO_NOT_USE | The first implementation of target_at_entry inspected the entry bar high while selecting or rejecting an unconsumed structural target. At the entry-bar open, that high is not observable. This is a same-bar future-information defect in execution target eligibility.",,,,
v612_v611_independent_raw_oracle_latest.json,612,1181,2026-07-24T22:10:03,V612_ORACLE_PASS__ONE_FROZEN_STRICT_T1_REPLAY_AUTHORIZED,,,,
