symbol,entry_date,src,year,month,combo,sub_signals,rank,board,buy_date,buy_price,sell_date,sell_price,net_pnl_pct,hold_bars,reason,tp,sl,risk_pct,mfe_pct,mae_pct,rr_exit,trend_state,breakout_date,breakout_price,breakout_kind,retrace_price,retrace_state,retrace_signal,stage_span,adx_span,last_event_kind,last_event_date,events_tail,j_p_valid,j_trend,j_trend_conf,j_timing,j_timing_conf,j_tpsl,j_tpsl_conf,j_direction,j_direction_conf
600199.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""金种子酒:关于董事、高级管理人员增持股份计划暨公司“提质增效重回报”行动方案的公""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20240223,14.7,20240312,15.58,7.7539,12,TIME_STOP,17.51,11.314,23.032,16.598639455782326,-1.7006802721088454,0.26,down,20240131,14.98,BOS↓,15.18,retrace_ok,反抽受限(延续下跌),46,40,BOS↓,20240131,"[{""date"": ""20240105"", ""kind"": ""BOS↓"", ""level"": 17.73}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 16.81}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 14.98}]",0.32,strong_down,0.75,1.89,0.73,tp_sys_ok,0.58,down,0.6
600261.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""阳光照明:阳光照明关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,2.47,20240312,2.63,6.4286,12,TIME_STOP,2.92,1.847,25.202,8.906882591093112,-2.429149797570851,0.257,down,20240201,2.38,BOS↓,2.58,retrace_fail,反抽收复(破位失败),51,40,BOS↓,20240201,"[{""date"": ""20231226"", ""kind"": ""BOS↓"", ""level"": 2.86}, {""date"": ""20240115"", ""kind"": ""BOS↓"", ""level"": 2.77}, {""date"": ""20240201"", ""kind"": ""BOS↓"", ""level"": 2.38}]",0.36,strong_down,0.75,2.12,0.48,tp_sys_ok,0.49,down,0.55
600543.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""*ST莫高:莫高股份关于以集中竞价交易方式回购公司股份的方案""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20240223,5.108,20240312,5.54,8.0321,12,TIME_STOP,6.2,3.745,26.682,10.210633466447415,-2.513507164669959,0.317,down,20240131,5.4,BOS↓,5.16,no_retrace,尚未反抽,11,40,BOS↓,20240131,"[{""date"": ""20231229"", ""kind"": ""CHoCH↑"", ""level"": 5.93}, {""date"": ""20240117"", ""kind"": ""CHoCH↓"", ""level"": 5.93}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 5.4}]",0.31,strong_down,0.55,1.7,0.55,tp_sys_ok,0.58,down,0.51
601615.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""明阳智能:关于首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,8.878,20240312,9.688,8.7056,12,TIME_STOP,11.838,6.802,23.384,10.362694300518127,0.3379139445821133,0.39,down,20240130,9.348,BOS↓,8.998,no_retrace,尚未反抽,60,40,BOS↓,20240130,"[{""date"": ""20231228"", ""kind"": ""CHoCH↑"", ""level"": 11.398}, {""date"": ""20240115"", ""kind"": ""CHoCH↓"", ""level"": 10.648}, {""date"": ""20240130"", ""kind"": ""BOS↓"", ""level"": 9.348}]",0.36,strong_down,0.64,1.86,0.66,tp_sys_ok,0.64,down,0.46
603067.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""振华股份:振华股份关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,5.746,20240229,5.732,1.937,4,SL_GAP,6.821,4.289,25.356,9.607445927225378,-0.8520769375352399,-0.01,down,20240131,5.675,BOS↓,5.876,retrace_fail,反抽收复(破位失败),17,20,BOS↓,20240131,"[{""date"": ""20231228"", ""kind"": ""CHoCH↑"", ""level"": 6.757}, {""date"": ""20240119"", ""kind"": ""CHoCH↓"", ""level"": 6.441}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 5.675}]",0.4,strong_down,0.43,2.03,0.53,tp_sys_ok,0.51,down,0.65
603096.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""新经典:关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,13.51,20240312,15.446,13.9056,12,TIME_STOP,18.326,9.296,31.189,16.92478056247657,0.7140139486614627,0.46,down,20240131,13.996,BOS↓,14.106,retrace_ok,反抽受限(延续下跌),5,17,BOS↓,20240131,"[{""date"": ""20231226"", ""kind"": ""CHoCH↓"", ""level"": 16.946}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 16.436}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 13.996}]",0.32,strong_down,0.64,1.93,0.7,tp_sys_ok,0.65,down,0.65
603111.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""康尼机电:康尼机电关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",7,SH_MAIN,20240223,4.54,20240227,5.276,12.6103,2,TP2_RUNNER,5.276,2.93,35.474,30.524609373279233,4.97473646187121,0.457,down,20240131,4.126,BOS↓,4.886,retrace_fail,反抽收复(破位失败),11,40,BOS↓,20240131,"[{""date"": ""20240102"", ""kind"": ""BOS↑"", ""level"": 4.866}, {""date"": ""20240118"", ""kind"": ""CHoCH↓"", ""level"": 4.666}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 4.126}]",0.36,strong_down,0.44,1.81,0.61,tp_sys_ok,0.44,down,0.62
603119.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""浙江荣泰:浙江荣泰电工器材股份有限公司关于以集中竞价交易方式回购股份方案暨推动公""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",6,SH_MAIN,20240223,12.631,20240228,14.277,10.9629,3,TP2_RUNNER,14.277,10.259,18.781,15.232364816720768,3.744754967936026,0.694,down,20240205,12.4,BOS↓,12.939,retrace_fail,反抽收复(破位失败),8,18,BOS↓,20240205,"[{""date"": ""20231218"", ""kind"": ""CHoCH↓"", ""level"": 14.792}, {""date"": ""20240119"", ""kind"": ""BOS↓"", ""level"": 13.377}, {""date"": ""20240205"", ""kind"": ""BOS↓"", ""level"": 12.4}]",0.33,strong_down,0.65,1.8,0.48,tp_sys_ok,0.49,down,0.59
603356.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""华菱精工:关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,SH_MAIN,20240223,11.55,20240312,13.19,14.9893,12,TIME_STOP,15.18,7.74,32.987,23.636363636363633,-6.493506493506496,0.43,down,20240131,12.19,BOS↓,11.95,no_retrace,尚未反抽,2,29,BOS↓,20240131,"[{""date"": ""20231229"", ""kind"": ""CHoCH↑"", ""level"": 14.22}, {""date"": ""20240122"", ""kind"": ""CHoCH↓"", ""level"": 13.88}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 12.19}]",0.36,strong_down,0.59,1.77,0.61,tp_sys_ok,0.62,down,0.49
603517.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""绝味食品:绝味食品关于以集中竞价交易方式回购公司股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SH_MAIN,20240223,20.84,20240229,20.6,0.0623,4,SL_GAP,24.31,15.978,23.331,7.0083255356414575,-1.48516039252381,-0.049,down,20240130,20.27,BOS↓,21.52,retrace_fail,反抽收复(破位失败),60,40,BOS↓,20240130,"[{""date"": ""20240105"", ""kind"": ""BOS↓"", ""level"": 23.94}, {""date"": ""20240119"", ""kind"": ""BOS↓"", ""level"": 22.58}, {""date"": ""20240130"", ""kind"": ""BOS↓"", ""level"": 20.27}]",0.34,strong_down,0.71,1.88,0.59,tp_sys_ok,0.51,down,0.49
603726.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""朗迪集团:关于以集中竞价交易方式回购公司股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,9.585,20240312,11.295,17.4049,12,TIME_STOP,13.805,6.232,34.98,23.995826812728204,-2.399582681272827,0.51,down,20240131,11.155,BOS↓,10.775,no_retrace,尚未反抽,11,14,BOS↓,20240131,"[{""date"": ""20231225"", ""kind"": ""BOS↓"", ""level"": 13.415}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 13.235}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 11.155}]",0.32,strong_down,0.74,1.84,0.65,tp_sys_ok,0.49,down,0.62
603822.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""嘉澳环保:关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,19.708,20240312,20.558,3.9046,12,TIME_STOP,28.378,14.805,24.877,11.77186929165821,-4.110006088897899,0.173,down,20240130,22.438,BOS↓,22.478,retrace_ok,反抽受限(延续下跌),55,20,BOS↓,20240130,"[{""date"": ""20231228"", ""kind"": ""CHoCH↑"", ""level"": 27.458}, {""date"": ""20240118"", ""kind"": ""CHoCH↓"", ""level"": 26.198}, {""date"": ""20240130"", ""kind"": ""BOS↓"", ""level"": 22.438}]",0.31,strong_down,0.63,1.9,0.7,tp_sys_ok,0.5,down,0.59
603928.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""兴业股份:兴业股份关于控股股东、实际控制人及其一致行动人增持达到2%的提示性公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SH_MAIN,20240223,5.159,20240312,5.573,7.609,12,TIME_STOP,7.526,3.622,29.797,13.646055437100223,-1.1436324869160686,0.269,down,20240131,5.869,BOS↓,5.71,no_retrace,尚未反抽,18,30,BOS↓,20240131,"[{""date"": ""20231228"", ""kind"": ""CHoCH↑"", ""level"": 7.408}, {""date"": ""20240117"", ""kind"": ""CHoCH↓"", ""level"": 7.195}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 5.869}]",0.33,strong_down,0.5,1.8,0.65,tp_sys_ok,0.6,down,0.64
605300.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""佳禾食品:佳禾食品工业股份有限公司关于以集中竞价交易方式回购公司股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SH_MAIN,20240223,12.993,20240312,13.324,2.1445,12,TIME_STOP,15.974,9.665,25.612,6.8595125285158876,-2.99212792355128,0.1,down,20240131,12.994,BOS↓,13.184,retrace_fail,反抽收复(破位失败),12,11,BOS↓,20240131,"[{""date"": ""20240103"", ""kind"": ""CHoCH↑"", ""level"": 15.954}, {""date"": ""20240122"", ""kind"": ""CHoCH↓"", ""level"": 14.594}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 12.994}]",0.34,strong_down,0.54,2.11,0.53,tp_sys_ok,0.52,down,0.64
688037.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""芯源微:中国国际金融股份有限公司关于芯源微使用部分超募资金回购股份的核查意见""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,KCB,20240223,70.652,20240312,81.485,15.1388,12,TIME_STOP,95.171,50.943,27.897,20.331470974634392,1.6342841581751033,0.55,down,20240117,77.663,BOS↓,78.526,retrace_ok,反抽受限(延续下跌),31,39,BOS↓,20240117,"[{""date"": ""20231218"", ""kind"": ""BOS↓"", ""level"": 94.977}, {""date"": ""20240103"", ""kind"": ""BOS↓"", ""level"": 86.631}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 77.663}]",0.31,strong_down,0.77,1.81,0.66,tp_sys_ok,0.52,down,0.58
688195.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""腾景科技:腾景科技关于控股股东、董事长、总经理提议回购公司股份暨推进公司“提质增""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",6,KCB,20240223,16.941,20240312,18.619,9.4854,12,TIME_STOP,25.833,10.519,37.906,14.96369753851603,-4.810814001534725,0.261,down,20240116,21.126,BOS↓,21.219,retrace_ok,反抽受限(延续下跌),12,17,BOS↓,20240116,"[{""date"": ""20231208"", ""kind"": ""CHoCH↑"", ""level"": 25.298}, {""date"": ""20240105"", ""kind"": ""CHoCH↓"", ""level"": 22.926}, {""date"": ""20240116"", ""kind"": ""BOS↓"", ""level"": 21.126}]",0.3,strong_down,0.61,1.8,0.67,tp_sys_ok,0.52,down,0.69
688232.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""新点软件:新点软件关于以集中竞价交易方式回购公司股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,KCB,20240223,24.644,20240228,24.644,2.0165,3,BE,36.133,16.653,32.426,10.180664151660013,-0.5318520844973973,0.0,down,20240130,23.933,BOS↓,25.123,retrace_fail,反抽收复(破位失败),17,30,BOS↓,20240130,"[{""date"": ""20231108"", ""kind"": ""CHoCH↑"", ""level"": 35.873}, {""date"": ""20231218"", ""kind"": ""CHoCH↓"", ""level"": 36.293}, {""date"": ""20240130"", ""kind"": ""BOS↓"", ""level"": 23.933}]",0.3,strong_down,0.48,1.92,0.58,tp_sys_ok,0.55,down,0.64
688237.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""超卓航科:超卓航科关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",8,KCB,20240223,21.536,20240312,22.574,4.4082,12,TIME_STOP,37.434,13.472,37.445,15.357862898545061,-2.5652312404174094,0.129,down,20240131,26.534,BOS↓,25.684,no_retrace,尚未反抽,6,40,BOS↓,20240131,"[{""date"": ""20240108"", ""kind"": ""CHoCH↓"", ""level"": 34.044}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 32.944}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 26.534}]",0.32,strong_down,0.74,1.74,0.57,tp_sys_ok,0.58,down,0.56
688247.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""宣泰医药:关于以集中竞价交易方式回购股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20240223,7.963,20240312,8.303,3.867,12,TIME_STOP,11.023,5.785,27.341,12.312984375647563,-1.8784136277608887,0.156,down,20240131,8.533,BOS↓,8.513,retrace_ok,反抽受限(延续下跌),14,24,BOS↓,20240131,"[{""date"": ""20240108"", ""kind"": ""BOS↓"", ""level"": 10.273}, {""date"": ""20240116"", ""kind"": ""BOS↓"", ""level"": 9.943}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 8.533}]",0.31,strong_down,0.69,1.78,0.6,tp_sys_ok,0.54,down,0.76
688356.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""键凯科技:关于以集中竞价交易方式回购股份方案的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20240223,77.139,20240312,79.608,2.7948,12,TIME_STOP,106.938,56.502,26.753,11.782887008123776,-4.758719410019507,0.12,down,20240117,94.948,BOS↓,95.508,retrace_ok,反抽受限(延续下跌),13,40,BOS↓,20240117,"[{""date"": ""20231208"", ""kind"": ""CHoCH↓"", ""level"": 114.638}, {""date"": ""20240104"", ""kind"": ""BOS↓"", ""level"": 101.148}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 94.948}]",0.31,strong_down,0.68,1.76,0.64,tp_sys_ok,0.56,down,0.62
688435.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""英方软件:关于以集中竞价交易方式回购公司股份的回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20240223,34.353,20240312,40.36,17.4348,12,TIME_STOP,67.7,22.839,33.517,20.222396879457392,6.540913457339981,0.522,down,20240131,35.1,BOS↓,34.7,no_retrace,尚未反抽,7,36,BOS↓,20240131,"[{""date"": ""20231220"", ""kind"": ""CHoCH↓"", ""level"": 57.14}, {""date"": ""20240105"", ""kind"": ""BOS↓"", ""level"": 45.01}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 35.1}]",0.31,strong_down,0.71,1.7,0.53,tp_sys_ok,0.57,down,0.58
688485.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""九州一轨:北京九州一轨环境科技股份有限公司关于以集中竞价交易方式首次回购公司股份""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20240223,9.028,20240312,9.478,4.5747,12,TIME_STOP,14.058,6.779,24.911,12.516614975631368,-3.6552946389011964,0.2,down,20240131,10.038,BOS↓,9.668,no_retrace,尚未反抽,55,40,BOS↓,20240131,"[{""date"": ""20231226"", ""kind"": ""BOS↓"", ""level"": 13.628}, {""date"": ""20240108"", ""kind"": ""BOS↓"", ""level"": 13.338}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 10.038}]",0.32,strong_down,0.8,1.77,0.66,tp_sys_ok,0.51,down,0.5
688486.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""龙迅股份:龙迅股份关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,KCB,20240223,29.68,20240312,34.004,14.1398,12,TIME_STOP,43.276,20.315,31.553,19.4676549865229,-2.4764150943396235,0.462,down,20240122,33.408,BOS↓,33.359,retrace_ok,反抽受限(延续下跌),20,9,BOS↓,20240122,"[{""date"": ""20231229"", ""kind"": ""BOS↑"", ""level"": 41.491}, {""date"": ""20240109"", ""kind"": ""CHoCH↓"", ""level"": 36.35}, {""date"": ""20240122"", ""kind"": ""BOS↓"", ""level"": 33.408}]",0.34,strong_down,0.52,1.86,0.71,tp_sys_ok,0.52,down,0.69
688503.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""聚和材料:关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20240223,32.522,20240311,40.851,23.645,11,TP2_RUNNER,40.851,21.352,34.346,28.11134694791204,-4.524530563311724,0.746,down,20240129,32.406,CHoCH↓,33.583,retrace_fail,反抽收复(破位失败),60,19,CHoCH↓,20240129,"[{""date"": ""20231228"", ""kind"": ""CHoCH↑"", ""level"": 34.35}, {""date"": ""20240111"", ""kind"": ""BOS↑"", ""level"": 36.458}, {""date"": ""20240129"", ""kind"": ""CHoCH↓"", ""level"": 32.406}]",0.37,mild_down,0.52,2.12,0.53,tp_sys_ok,0.59,down,0.53
688519.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""南亚新材:南亚新材关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20240223,16.723,20240312,18.772,11.8278,12,TIME_STOP,25.582,10.141,39.358,14.703750744480072,1.368886592661167,0.311,down,20240103,23.772,BOS↓,24.202,retrace_ok,反抽受限(延续下跌),13,30,BOS↓,20240103,"[{""date"": ""20231106"", ""kind"": ""BOS↑"", ""level"": 26.512}, {""date"": ""20231222"", ""kind"": ""CHoCH↓"", ""level"": 25.232}, {""date"": ""20240103"", ""kind"": ""BOS↓"", ""level"": 23.772}]",0.33,strong_down,0.64,1.89,0.7,tp_sys_ok,0.5,down,0.6
688523.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""航天环宇:航天环宇关于以集中竞价交易方式首次回购公司股份的公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,KCB,20240223,18.227,20240312,20.881,14.4119,12,TIME_STOP,24.401,13.276,27.161,20.541683194445113,2.601156862196463,0.536,down,20240131,18.951,BOS↓,18.411,no_retrace,尚未反抽,5,23,BOS↓,20240131,"[{""date"": ""20240105"", ""kind"": ""BOS↓"", ""level"": 24.471}, {""date"": ""20240117"", ""kind"": ""BOS↓"", ""level"": 22.801}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 18.951}]",0.34,strong_down,0.62,1.78,0.6,tp_sys_ok,0.63,down,0.5
688528.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""秦川物联:关于以集中竞价交易方式回购公司股份暨公司落实“提质增效重回报”行动方案""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",5,KCB,20240223,7.05,20240312,7.72,9.0848,12,TIME_STOP,11.47,4.424,37.244,17.163120567375877,-4.964539007092195,0.255,down,20240130,8.7,BOS↓,8.82,retrace_ok,反抽受限(延续下跌),18,18,BOS↓,20240130,"[{""date"": ""20240102"", ""kind"": ""CHoCH↑"", ""level"": 11.2}, {""date"": ""20240118"", ""kind"": ""CHoCH↓"", ""level"": 10.34}, {""date"": ""20240130"", ""kind"": ""BOS↓"", ""level"": 8.7}]",0.31,strong_down,0.69,1.85,0.68,tp_sys_ok,0.53,down,0.7
688571.SH,20240223,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240222"", ""detail"": ""杭华股份:杭华油墨股份有限公司关于以集中竞价交易方式回购公司股份比例达到总股本1""}, {""name"": ""入场(T+1)"", ""date"": ""20240223"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,KCB,20240223,5.077,20240312,5.327,4.5145,12,TIME_STOP,7.027,3.498,31.107,10.636202481780588,-3.7423675398857714,0.158,down,20240131,5.487,BOS↓,5.257,no_retrace,尚未反抽,20,18,BOS↓,20240131,"[{""date"": ""20231229"", ""kind"": ""CHoCH↑"", ""level"": 6.857}, {""date"": ""20240117"", ""kind"": ""CHoCH↓"", ""level"": 6.717}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 5.487}]",0.34,strong_down,0.47,1.75,0.61,tp_sys_ok,0.59,down,0.65
000869.SZ,20240226,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240223"", ""detail"": ""张裕Ａ:关于回购公司部分境内上市外资股(B股)股份方案(公告)""}, {""name"": ""入场(T+1)"", ""date"": ""20240226"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SZ_MAIN,20240226,23.01,20240228,23.01,-0.2306,2,BE,23.43,19.278,16.218,1.9556714471968606,-1.9556714471968828,0.0,down,20240201,21.28,BOS↓,23.28,retrace_fail,反抽收复(破位失败),60,40,BOS↓,20240201,"[{""date"": ""20240104"", ""kind"": ""BOS↓"", ""level"": 23.4}, {""date"": ""20240122"", ""kind"": ""BOS↓"", ""level"": 22.35}, {""date"": ""20240201"", ""kind"": ""BOS↓"", ""level"": 21.28}]",0.3,strong_down,0.65,1.73,0.55,tp_sys_ok,0.49,down,0.61
001211.SZ,20240226,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240223"", ""detail"": ""双枪科技:回购报告书""}, {""name"": ""入场(T+1)"", ""date"": ""20240226"", ""detail"": ""次日开盘/回踩0.99限价""}]",3,SZ_MAIN,20240226,16.44,20240313,16.28,-1.3711,12,TIME_STOP,25.23,10.75,34.609,6.690997566909962,-10.523114355231144,-0.028,down,20240131,20.4,BOS↓,18.64,no_retrace,尚未反抽,18,16,BOS↓,20240131,"[{""date"": ""20231208"", ""kind"": ""CHoCH↓"", ""level"": 24.18}, {""date"": ""20240118"", ""kind"": ""BOS↓"", ""level"": 24.2}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 20.4}]",0.33,strong_down,0.72,1.81,0.69,tp_sys_ok,0.64,down,0.55
001313.SZ,20240226,EVENT,2024,202402,insider-event,"[{""name"": ""披露日"", ""date"": ""20240223"", ""detail"": ""粤海饲料:关于回购公司股份比例达到1%暨回购进展公告""}, {""name"": ""入场(T+1)"", ""date"": ""20240226"", ""detail"": ""次日开盘/回踩0.99限价""}]",4,SZ_MAIN,20240226,7.554,20240313,7.75,2.1937,12,TIME_STOP,8.76,4.975,34.134,4.716893707719394,-9.713120722295033,0.076,down,20240131,7.34,BOS↓,7.68,retrace_fail,反抽收复(破位失败),8,19,BOS↓,20240131,"[{""date"": ""20240108"", ""kind"": ""BOS↓"", ""level"": 8.43}, {""date"": ""20240118"", ""kind"": ""BOS↓"", ""level"": 8.29}, {""date"": ""20240131"", ""kind"": ""BOS↓"", ""level"": 7.34}]",0.29,strong_down,0.47,1.72,0.51,tp_sys_ok,0.43,down,0.61
