leg_id,symbol,entry_date,src,pnl,year,month,trend_own,hold,risk_pct,mfe,mae,p_valid,trend,timing,tpsl,direction,trend_conf,timing_conf,tpsl_conf,direction_conf
001313.SZ|20240226|460,001313.SZ,20240226,EVENT,2.1937,2024,202402,down,12,34.134,4.716893707719394,-9.713120722295033,0.29,strong_down,1.72,tp_sys_ok,down,0.47,0.51,0.43,0.61
600826.SH|20240222|421,600826.SH,20240222,EVENT,2.6675,2024,202402,down,12,34.66,12.263165034112667,-2.1422853463708313,0.31,mild_down,1.66,tp_sys_ok,down,0.39,0.49,0.42,0.71
002683.SZ|20240226|464,002683.SZ,20240226,EVENT,2.7049,2024,202402,down,2,30.848,6.953763572038563,-0.3049896303525479,0.33,strong_down,1.77,tp_sys_ok,down,0.6,0.57,0.48,0.55
002820.SZ|20240221|259,002820.SZ,20240221,EVENT,8.869,2024,202402,down,12,19.252,18.243151558573388,2.6384207469645427,0.33,strong_down,1.78,tp_sys_ok,down,0.62,0.61,0.58,0.65
603798.SH|20240222|425,603798.SH,20240222,EVENT,32.489,2024,202402,down,12,23.943,67.40303747684335,4.52667603482253,0.3,strong_down,1.85,tp_sys_ok,down,0.49,0.67,0.55,0.67
688237.SH|20240222|429,688237.SH,20240222,EVENT,3.3964,2024,202402,down,12,37.388,15.67691294804785,-2.2957518394044474,0.32,strong_down,1.76,tp_sys_ok,down,0.77,0.63,0.54,0.59
301206.SZ|20240221|263,301206.SZ,20240221,EVENT,-2.8978,2024,202402,down,12,18.957,8.31359540859815,-3.5199145028908863,0.31,strong_down,1.79,tp_sys_ok,down,0.74,0.61,0.56,0.67
001336.SZ|20240223|433,001336.SZ,20240223,EVENT,5.0049,2024,202402,down,12,25.932,11.551653607728362,-6.594501610077952,0.31,strong_down,1.87,tp_sys_ok,down,0.65,0.66,0.53,0.53
300158.SZ|20240226|468,300158.SZ,20240226,EVENT,-0.1687,2024,202402,up,3,31.422,9.39433864335053,-3.3816425120772875,0.65,mild_up,2.71,tp_sys_ok,up,0.73,0.71,0.84,0.41
603111.SH|20240221|267,603111.SH,20240221,EVENT,27.3513,2024,202402,down,3,26.811,32.388978542824695,10.224533301456384,0.36,strong_down,1.93,tp_sys_ok,down,0.53,0.71,0.6,0.66
688255.SH|20240221|271,688255.SH,20240221,EVENT,21.0842,2024,202402,down,12,30.032,32.882220260861025,4.04246863112474,0.3,strong_down,1.77,tp_sys_ok,down,0.7,0.65,0.59,0.59
301336.SZ|20240226|472,301336.SZ,20240226,EVENT,0.0304,2024,202402,down,12,38.957,6.703460500342406,-11.859968577528901,0.32,strong_down,1.77,tp_sys_ok,down,0.52,0.61,0.56,0.58
688498.SH|20240221|275,688498.SH,20240221,EVENT,20.8127,2024,202402,down,7,42.813,27.160074568292902,-1.8626455510674544,0.32,strong_down,1.91,tp_sys_ok,down,0.51,0.73,0.55,0.64
300642.SZ|20240222|279,300642.SZ,20240222,EVENT,1.7279,2024,202402,down,12,27.607,12.0687237307626,-1.7144871964388075,0.33,strong_down,1.59,tp_sys_ok,down,0.7,0.47,0.6,0.67
688138.SH|20240226|476,688138.SH,20240226,EVENT,7.7474,2024,202402,down,12,33.568,11.600785661674418,-6.137981831573791,0.36,strong_down,1.97,tp_sys_ok,down,0.57,0.57,0.54,0.53
301280.SZ|20240222|283,301280.SZ,20240222,EVENT,25.5601,2024,202402,down,9,29.633,32.98115647451703,2.516482496053496,0.35,strong_down,1.93,tp_sys_ok,down,0.67,0.7,0.61,0.66
688321.SH|20240226|480,688321.SH,20240226,EVENT,0.131,2024,202402,down,12,29.927,6.145845644722847,-5.082141590828504,0.37,strong_down,2.11,tp_sys_ok,down,0.62,0.56,0.57,0.65
300834.SZ|20240223|437,300834.SZ,20240223,EVENT,7.1968,2024,202402,down,12,24.929,13.86224395073954,0.2475400705489461,0.33,strong_down,1.66,tp_sys_ok,down,0.68,0.52,0.59,0.51
603629.SH|20240222|287,603629.SH,20240222,EVENT,17.6311,2024,202402,down,12,31.188,23.210048848569432,0.9979064898813617,0.31,strong_down,1.9,tp_sys_ok,down,0.65,0.74,0.53,0.71
688662.SH|20240226|484,688662.SH,20240226,EVENT,5.4147,2024,202402,down,12,43.862,13.305502562869108,-8.578005783616305,0.29,strong_down,1.71,tp_sys_ok,down,0.75,0.6,0.4,0.62
688486.SH|20240222|291,688486.SH,20240222,EVENT,10.2446,2024,202402,down,12,30.774,20.552546671698458,-1.5907985951742254,0.3,strong_down,1.77,tp_sys_ok,down,0.54,0.66,0.54,0.72
301176.SZ|20240223|441,301176.SZ,20240223,EVENT,10.2152,2024,202402,down,12,34.626,17.378917378917393,-2.1842355175688333,0.29,strong_down,1.65,tp_sys_ok,down,0.76,0.52,0.49,0.59
300074.SZ|20240223|295,300074.SZ,20240223,EVENT,16.8201,2024,202402,down,12,35.002,26.878612716762994,-3.4682080924855474,0.35,strong_down,1.79,tp_sys_ok,down,0.68,0.57,0.6,0.49
301197.SZ|20240227|488,301197.SZ,20240227,EVENT,2.9656,2024,202402,down,12,40.358,8.62947952787283,-8.895091063002347,0.31,strong_down,1.78,tp_sys_ok,down,0.74,0.55,0.61,0.59
301335.SZ|20240223|445,301335.SZ,20240223,EVENT,3.0029,2024,202402,down,12,24.029,15.91109988634929,-2.33615355474176,0.32,strong_down,1.78,tp_sys_ok,down,0.66,0.64,0.63,0.67
000534.SZ|20240228|492,000534.SZ,20240228,EVENT,0.6083,2024,202402,down,12,28.588,2.8625262316642752,-5.517492627788679,0.31,strong_down,1.66,tp_sys_ok,down,0.48,0.49,0.48,0.6
301085.SZ|20240223|299,301085.SZ,20240223,EVENT,1.8903,2024,202402,down,3,37.439,17.919298697950236,-0.9024107257960545,0.26,strong_down,1.81,tp_sys_ok,down,0.67,0.61,0.6,0.7
688356.SH|20240223|303,688356.SH,20240223,EVENT,2.7948,2024,202402,down,12,26.753,11.782887008123776,-4.758719410019507,0.31,strong_down,1.76,tp_sys_ok,down,0.68,0.64,0.56,0.62
002910.SZ|20240228|496,002910.SZ,20240228,EVENT,-3.283,2024,202402,down,12,35.252,6.858695519732927,-11.052625166014785,0.33,strong_down,1.78,tp_sys_ok,down,0.51,0.63,0.57,0.54
300618.SZ|20240228|500,300618.SZ,20240228,EVENT,-0.1888,2024,202402,up,3,27.587,2.7990488033684535,-3.09138905251215,0.5,mild_up,2.03,tp_sys_ok,unknown,0.64,0.6,0.84,0.5
603067.SH|20240223|449,603067.SH,20240223,EVENT,1.937,2024,202402,down,4,25.356,9.607445927225378,-0.8520769375352399,0.4,strong_down,2.03,tp_sys_ok,down,0.43,0.53,0.51,0.65
603296.SH|20240228|504,603296.SH,20240228,EVENT,8.8256,2024,202402,down,12,29.453,19.151380020945208,-3.771678475235807,0.34,strong_down,1.74,tp_sys_ok,down,0.64,0.58,0.6,0.58
605337.SH|20240228|508,605337.SH,20240228,EVENT,-5.0283,2024,202402,down,12,31.414,-1.574501650316651,-11.338556145227852,0.31,strong_down,1.76,tp_sys_ok,down,0.59,0.49,0.42,0.67
688429.SH|20240228|512,688429.SH,20240228,EVENT,1.5086,2024,202402,down,12,24.972,6.723682192571756,-6.988912645358026,0.33,strong_down,1.79,tp_sys_ok,down,0.44,0.55,0.59,0.54
300321.SZ|20240229|516,300321.SZ,20240229,EVENT,35.5769,2024,202402,down,12,43.299,38.96733636235097,0.17836876134653679,0.28,strong_down,1.82,tp_sys_ok,down,0.66,0.63,0.57,0.74
300776.SZ|20240229|520,300776.SZ,20240229,EVENT,4.23,2024,202402,up,12,21.768,8.788179874802605,1.625960626954237,0.38,mild_up,1.7,tp_sys_ok,unknown,0.67,0.36,0.35,0.38
603980.SH|20240229|524,603980.SH,20240229,EVENT,3.7341,2024,202402,down,12,25.154,7.2742933208049365,-4.314462453997336,0.35,strong_down,1.8,tp_sys_ok,down,0.5,0.58,0.57,0.53
300124.SZ|20240227|326,300124.SZ,20240227,EVENT,7.1965,2024,202402,up,5,13.079,10.859085604100049,1.0486967405828773,0.46,mild_up,1.47,tp_sys_ok,unknown,0.39,0.28,0.82,0.41
688623.SH|20240229|528,688623.SH,20240229,EVENT,3.6303,2024,202402,down,12,18.278,6.667799255008555,0.41234605188094076,0.31,strong_down,1.8,tp_sys_ok,down,0.74,0.61,0.53,0.69
600718.SH|20240202|532,600718.SH,20240202,EVENT,-6.9002,2024,202402,down,1,2.707,-6.374085684430519,-14.733542319749215,0.3,strong_down,1.76,tp_sys_ok,down,0.82,0.62,0.54,0.7
301397.SZ|20240227|330,301397.SZ,20240227,EVENT,1.0718,2024,202402,down,4,34.047,8.56567979304399,-7.099741304972696,0.3,strong_down,1.92,tp_sys_ok,down,0.7,0.56,0.53,0.68
605300.SH|20240223|453,605300.SH,20240223,EVENT,2.1445,2024,202402,down,12,25.612,6.8595125285158876,-2.99212792355128,0.34,strong_down,2.11,tp_sys_ok,down,0.54,0.53,0.52,0.64
002671.SZ|20240228|334,002671.SZ,20240228,EVENT,-1.2848,2024,202402,down,12,34.896,2.9070043154550307,-11.082657561530795,0.34,strong_down,1.75,tp_sys_ok,down,0.43,0.6,0.65,0.57
000404.SZ|20240219|536,000404.SZ,20240219,EVENT,16.6835,2024,202402,down,10,7.784,24.611973392461195,-0.44345898004433115,0.36,strong_down,1.78,tp_sys_ok,down,0.56,0.43,0.51,0.56
688503.SH|20240223|457,688503.SH,20240223,EVENT,23.645,2024,202402,down,11,34.346,28.11134694791204,-4.524530563311724,0.37,mild_down,2.12,tp_sys_ok,down,0.52,0.53,0.59,0.53
001336.SZ|20240226|461,001336.SZ,20240226,EVENT,3.0892,2024,202402,down,12,28.448,7.909836689344485,-9.643902612260224,0.32,strong_down,1.73,tp_sys_ok,down,0.7,0.59,0.53,0.51
002753.SZ|20240226|465,002753.SZ,20240226,EVENT,-3.9269,2024,202402,down,12,33.034,2.524402558061256,-12.622012790306291,0.33,strong_down,1.81,tp_sys_ok,down,0.54,0.67,0.58,0.58
300836.SZ|20240228|338,300836.SZ,20240228,EVENT,16.0811,2024,202402,down,12,48.927,31.159919892314235,-13.681779878962985,0.32,strong_down,2.03,tp_sys_ok,down,0.67,0.55,0.54,0.59
300836.SZ|20240226|469,300836.SZ,20240226,EVENT,23.7028,2024,202402,down,12,44.394,39.21983209720086,-7.4459104953550685,0.31,strong_down,1.9,tp_sys_ok,down,0.69,0.69,0.55,0.69
688593.SH|20240228|342,688593.SH,20240228,EVENT,-6.1208,2024,202402,down,12,33.933,0.19006591259884686,-11.290425452431574,0.3,strong_down,1.86,tp_sys_ok,down,0.66,0.51,0.43,0.65
300166.SZ|20240229|346,300166.SZ,20240229,EVENT,9.7566,2024,202402,up,8,31.227,12.62626262626263,4.419191919191912,0.42,mild_up,1.75,tp_sys_ok,up,0.69,0.4,0.47,0.33
600543.SH|20240229|350,600543.SH,20240229,EVENT,13.9448,2024,202402,down,12,26.629,15.55241127225564,0.4205478913650307,0.28,strong_down,1.89,tp_sys_ok,down,0.49,0.68,0.56,0.79
688610.SH|20240229|354,688610.SH,20240229,EVENT,26.1724,2024,202402,down,12,28.653,34.64309154187488,3.3961149156593207,0.29,strong_down,1.78,tp_sys_ok,down,0.71,0.67,0.51,0.72
600080.SH|20240226|473,600080.SH,20240226,EVENT,6.5151,2024,202402,down,2,39.744,12.726244343891402,2.262443438914019,0.34,strong_down,1.77,tp_sys_ok,down,0.43,0.54,0.49,0.59
688072.SH|20240201|358,688072.SH,20240201,EVENT,-0.8688,2024,202402,down,1,0.47,4.557085440769382,-3.9728534256934456,0.28,strong_down,1.83,tp_sys_ok,down,0.73,0.62,0.57,0.6
688143.SH|20240226|477,688143.SH,20240226,EVENT,11.9548,2024,202402,down,12,40.611,18.98039848350408,-0.8272610757082743,0.32,strong_down,1.91,tp_sys_ok,down,0.54,0.69,0.59,0.7
688362.SH|20240226|481,688362.SH,20240226,EVENT,8.0448,2024,202402,down,12,32.246,15.240384615384617,-3.8461538461538547,0.3,strong_down,1.84,tp_sys_ok,down,0.87,0.7,0.54,0.67
301283.SZ|20240220|540,301283.SZ,20240220,EVENT,-1.4885,2024,202402,down,1,1.091,4.929951168281743,-1.1223960885319184,0.3,strong_down,1.86,tp_sys_ok,down,0.51,0.67,0.59,0.67
300685.SZ|20240227|485,300685.SZ,20240227,EVENT,1.9431,2024,202402,up,2,33.084,10.320973022134151,0.032716655246711746,0.64,mild_up,2.45,tp_sys_ok,up,0.51,0.45,0.86,0.47
301370.SZ|20240227|489,301370.SZ,20240227,EVENT,-0.133,2024,202402,down,12,26.939,5.689589475161938,-6.863324026350726,0.32,strong_down,1.81,tp_sys_ok,down,0.57,0.55,0.54,0.67
002879.SZ|20240221|544,002879.SZ,20240221,EVENT,12.0619,2024,202402,down,12,22.829,15.44011544011543,0.4193986650127046,0.33,strong_down,1.88,tp_sys_ok,down,0.63,0.71,0.63,0.73
001211.SZ|20240228|493,001211.SZ,20240228,EVENT,-4.5765,2024,202402,down,12,36.494,-1.764577392864941,-13.158469558235774,0.31,strong_down,1.74,tp_sys_ok,down,0.73,0.58,0.62,0.52
300915.SZ|20240221|548,300915.SZ,20240221,EVENT,1.8181,2024,202402,down,12,21.208,14.09053594464642,0.9206051366248413,0.33,strong_down,1.93,tp_sys_ok,down,0.54,0.7,0.58,0.61
003019.SZ|20240228|497,003019.SZ,20240228,EVENT,2.4559,2024,202402,up,12,33.829,7.085229732433818,-7.764469033195354,0.64,mild_up,2.62,tp_sys_ok,up,0.39,0.62,0.89,0.38
300331.SZ|20240226|307,300331.SZ,20240226,EVENT,5.2826,2024,202402,down,12,38.247,11.167541335139086,-7.84944416229334,0.34,strong_down,2.14,tp_sys_ok,down,0.57,0.47,0.53,0.66
301283.SZ|20240221|552,301283.SZ,20240221,EVENT,0.8232,2024,202402,down,12,28.086,9.741420048437588,-3.327869336641276,0.31,strong_down,1.92,tp_sys_ok,down,0.49,0.71,0.56,0.58
600351.SH|20240202|362,600351.SH,20240202,EVENT,-4.3611,2024,202402,down,1,1.499,-3.257931426945504,-12.14966567079242,0.28,strong_down,1.74,tp_sys_ok,down,0.75,0.62,0.52,0.65
300845.SZ|20240226|311,300845.SZ,20240226,EVENT,4.3561,2024,202402,down,12,48.133,13.468847978251697,-10.874306558808676,0.31,strong_down,1.87,tp_sys_ok,down,0.69,0.7,0.52,0.63
688581.SH|20240221|556,688581.SH,20240221,EVENT,0.0252,2024,202402,down,12,28.659,12.207781116313022,-0.18556044689787,0.32,strong_down,1.78,tp_sys_ok,down,0.43,0.63,0.56,0.54
601003.SH|20240205|366,601003.SH,20240205,EVENT,-5.7389,2024,202402,down,1,3.025,-0.486344930789373,-8.7167976056865,0.31,strong_down,1.82,tp_sys_ok,down,0.73,0.65,0.53,0.71
002917.SZ|20240222|560,002917.SZ,20240222,EVENT,8.6279,2024,202402,down,12,25.053,14.590020426028595,1.1672016340822822,0.31,strong_down,1.92,tp_sys_ok,down,0.68,0.68,0.61,0.7
600031.SH|20240207|370,600031.SH,20240207,EVENT,1.2466,2024,202402,up,2,8.82,6.366394455037128,1.7296031146446733,0.64,mild_up,2.5,tp_sys_ok,up,0.39,0.5,0.87,0.55
301222.SZ|20240226|315,301222.SZ,20240226,EVENT,5.7781,2024,202402,down,12,34.639,9.581126624939817,-5.110392736776948,0.34,strong_down,1.77,tp_sys_ok,down,0.48,0.6,0.63,0.49
600699.SH|20240226|319,600699.SH,20240226,EVENT,-0.5099,2024,202402,down,3,25.436,5.543477345747028,-0.9975370813993578,0.35,mild_down,1.89,tp_sys_ok,down,0.43,0.64,0.45,0.58
002484.SZ|20240208|374,002484.SZ,20240208,EVENT,10.299,2024,202402,down,9,1.682,11.838136340433447,-1.3101922749702233,0.34,mild_down,1.94,tp_sys_ok,down,0.54,0.7,0.66,0.54
300995.SZ|20240228|501,300995.SZ,20240228,EVENT,0.407,2024,202402,down,12,48.986,11.160181034407435,-16.735734264183044,0.33,strong_down,1.82,tp_sys_ok,down,0.57,0.66,0.61,0.45
300963.SZ|20240222|564,300963.SZ,20240222,EVENT,10.2971,2024,202402,down,12,28.099,18.631698973774235,-0.5701254275940593,0.33,strong_down,1.76,tp_sys_ok,down,0.55,0.62,0.55,0.7
603321.SH|20240228|505,603321.SH,20240228,EVENT,-2.8222,2024,202402,down,12,38.307,-0.23983063426218365,-9.458076511440773,0.34,strong_down,1.81,tp_sys_ok,down,0.45,0.59,0.63,0.58
603726.SH|20240226|323,603726.SH,20240226,EVENT,14.0364,2024,202402,down,12,37.422,19.387242591662467,-6.027122049221489,0.34,strong_down,1.77,tp_sys_ok,down,0.75,0.62,0.58,0.59
000534.SZ|20240219|378,000534.SZ,20240219,EVENT,0.4287,2024,202402,down,12,8.226,8.117332349414275,-1.5681210220459318,0.32,strong_down,1.61,tp_sys_ok,down,0.46,0.44,0.41,0.59
300546.SZ|20240227|327,300546.SZ,20240227,EVENT,6.7498,2024,202402,down,12,39.997,11.29572487274837,-5.143691044474341,0.31,strong_down,1.71,tp_sys_ok,down,0.74,0.6,0.52,0.54
688136.SH|20240228|509,688136.SH,20240228,EVENT,2.9106,2024,202402,down,12,36.807,7.535386491340823,-10.458582562987118,0.37,strong_down,1.79,tp_sys_ok,down,0.49,0.61,0.6,0.52
688032.SH|20240227|331,688032.SH,20240227,EVENT,3.677,2024,202402,down,7,32.016,16.068244745563632,-0.10787967352342553,0.35,strong_down,1.85,tp_sys_ok,down,0.39,0.71,0.58,0.73
600382.SH|20240222|568,600382.SH,20240222,EVENT,0.3376,2024,202402,down,12,16.168,3.4482758620689724,-3.2019704433497442,0.34,strong_down,1.9,tp_sys_ok,down,0.51,0.68,0.65,0.72
688528.SH|20240228|513,688528.SH,20240228,EVENT,0.355,2024,202402,down,12,43.626,3.167351911070515,-14.978935079437584,0.32,strong_down,1.81,tp_sys_ok,down,0.59,0.64,0.49,0.67
300405.SZ|20240228|335,300405.SZ,20240228,EVENT,-3.0843,2024,202402,down,12,44.639,18.400118400118394,-8.239908239908244,0.34,mild_down,1.77,tp_sys_ok,down,0.47,0.58,0.52,0.55
688286.SH|20240222|572,688286.SH,20240222,EVENT,13.9311,2024,202402,down,12,28.395,26.11591761733405,3.8090498430441766,0.33,strong_down,1.79,tp_sys_ok,down,0.47,0.67,0.5,0.67
301325.SZ|20240219|382,301325.SZ,20240219,EVENT,0.8973,2024,202402,down,8,7.525,10.246665036030777,-5.4601215450902245,0.34,strong_down,1.87,tp_sys_ok,down,0.39,0.58,0.49,0.72
603626.SH|20240228|339,603626.SH,20240228,EVENT,1.6097,2024,202402,down,12,35.561,7.365041139875572,-9.525720783998926,0.34,strong_down,1.95,tp_sys_ok,down,0.52,0.69,0.57,0.72
001299.SZ|20240229|343,001299.SZ,20240229,EVENT,16.8977,2024,202402,down,12,26.191,24.79364279918297,2.6889392540361934,0.31,strong_down,1.73,tp_sys_ok,down,0.75,0.54,0.63,0.67
301196.SZ|20240220|386,301196.SZ,20240220,EVENT,6.578,2024,202402,down,12,2.039,13.457895889054928,1.0101010101010166,0.29,strong_down,1.92,tp_sys_ok,down,0.67,0.71,0.53,0.73
002132.SZ|20240221|390,002132.SZ,20240221,EVENT,2.9618,2024,202402,down,12,23.835,10.835986322367642,-0.9550760523523105,0.33,strong_down,1.85,tp_sys_ok,down,0.48,0.61,0.62,0.48
002420.SZ|20240223|576,002420.SZ,20240223,EVENT,4.775,2024,202402,down,12,35.397,16.049382716049386,-2.4691358024691246,0.32,strong_down,1.85,tp_sys_ok,down,0.75,0.66,0.56,0.56
300349.SZ|20240229|517,300349.SZ,20240229,EVENT,15.1231,2024,202402,down,12,32.207,22.51760738022024,2.1823231822239997,0.32,strong_down,1.78,tp_sys_ok,down,0.67,0.49,0.48,0.69
300897.SZ|20240221|394,300897.SZ,20240221,EVENT,19.363,2024,202402,down,12,28.656,24.74057478075693,1.903037879464331,0.32,strong_down,1.78,tp_sys_ok,down,0.57,0.64,0.54,0.6
301125.SZ|20240229|347,301125.SZ,20240229,EVENT,35.596,2024,202402,down,12,40.956,46.2341049885882,7.662210629279431,0.29,strong_down,1.87,tp_sys_ok,down,0.76,0.71,0.52,0.77
301006.SZ|20240229|521,301006.SZ,20240229,EVENT,16.3501,2024,202402,down,12,30.738,20.163453496786833,3.176769843436511,0.33,strong_down,1.94,tp_sys_ok,down,0.65,0.73,0.6,0.65
688081.SH|20240229|351,688081.SH,20240229,EVENT,11.7186,2024,202402,down,12,35.882,16.02373584173382,1.5207688615170856,0.32,strong_down,1.88,tp_sys_ok,down,0.69,0.66,0.57,0.65
600699.SH|20240221|398,600699.SH,20240221,EVENT,6.5494,2024,202402,down,12,21.818,10.875033081539453,0.7379649529578813,0.32,strong_down,1.89,tp_sys_ok,down,0.59,0.75,0.55,0.67
688010.SH|20240221|402,688010.SH,20240221,EVENT,10.5608,2024,202402,down,12,25.344,19.933725262617852,2.5119759507769457,0.28,strong_down,1.82,tp_sys_ok,down,0.76,0.68,0.46,0.68
688326.SH|20240221|406,688326.SH,20240221,EVENT,2.8164,2024,202402,down,12,25.96,17.958580469111208,-0.20962219782776348,0.29,strong_down,1.78,tp_sys_ok,down,0.79,0.63,0.47,0.71
688630.SH|20240229|355,688630.SH,20240229,EVENT,4.0402,2024,202402,down,12,35.665,14.07134404292163,1.7199511749282026,0.31,strong_down,1.82,tp_sys_ok,down,0.67,0.68,0.58,0.7
002132.SZ|20240222|410,002132.SZ,20240222,EVENT,4.9063,2024,202402,down,12,24.256,15.887557748022862,-1.3389711064129783,0.35,strong_down,1.73,tp_sys_ok,down,0.48,0.5,0.61,0.65
605069.SH|20240229|525,605069.SH,20240229,EVENT,15.7059,2024,202402,down,12,32.589,27.79905135599361,-0.2505554767645246,0.32,strong_down,1.77,tp_sys_ok,down,0.64,0.56,0.55,0.63
688281.SH|20240201|359,688281.SH,20240201,EVENT,-1.1339,2024,202402,down,1,0.736,3.1838428831747256,-4.009471103012308,0.34,strong_down,1.82,tp_sys_ok,down,0.7,0.59,0.6,0.53
300786.SZ|20240222|414,300786.SZ,20240222,EVENT,16.9128,2024,202402,down,12,35.552,47.40753188072966,4.557590694374425,0.31,strong_down,1.89,tp_sys_ok,down,0.79,0.71,0.54,0.66
301047.SZ|20240222|418,301047.SZ,20240222,EVENT,1.8376,2024,202402,up,12,24.762,7.764226327197443,-0.35586037332989706,0.36,mild_up,1.73,tp_sys_ok,up,0.67,0.43,0.21,0.41
001217.SZ|20240201|529,001217.SZ,20240201,EVENT,-8.863,2024,202402,up,1,8.48,-3.315041584443912,-13.226826696942663,0.39,mild_up,1.79,tp_sys_ok,unknown,0.59,0.46,0.35,0.35
603039.SH|20240222|422,603039.SH,20240222,EVENT,2.8268,2024,202402,down,12,27.842,11.34656993763523,1.4827542318951226,0.32,strong_down,1.75,tp_sys_ok,down,0.55,0.52,0.53,0.55
600739.SH|20240202|363,600739.SH,20240202,EVENT,-4.7284,2024,202402,down,1,4.337,-2.6368387515714686,-11.2476687444093,0.31,strong_down,1.76,tp_sys_ok,down,0.72,0.61,0.51,0.7
301003.SZ|20240223|584,301003.SZ,20240223,EVENT,13.8434,2024,202402,down,12,34.644,19.330764054566597,-5.627943965253568,0.36,strong_down,1.91,tp_sys_ok,down,0.47,0.61,0.63,0.54
600337.SH|20240206|367,600337.SH,20240206,EVENT,-2.4717,2024,202402,down,1,2.076,0.5906238464378211,-8.637873754152825,0.31,strong_down,1.86,tp_sys_ok,down,0.52,0.63,0.55,0.66
603928.SH|20240223|588,603928.SH,20240223,EVENT,7.609,2024,202402,down,12,29.797,13.646055437100223,-1.1436324869160686,0.33,strong_down,1.8,tp_sys_ok,down,0.5,0.65,0.6,0.64
688767.SH|20240202|533,688767.SH,20240202,EVENT,-3.548,2024,202402,down,1,3.155,-2.9131065744338103,-15.232478161539941,0.3,strong_down,1.77,tp_sys_ok,down,0.55,0.67,0.54,0.64
601003.SH|20240207|371,601003.SH,20240207,EVENT,-0.9033,2024,202402,down,1,0.504,3.7088441668594374,-2.845246356696729,0.27,strong_down,1.81,tp_sys_ok,down,0.74,0.55,0.48,0.7
003012.SZ|20240208|375,003012.SZ,20240208,EVENT,3.5691,2024,202402,down,12,1.717,14.282412937537359,1.0101010101009944,0.33,strong_down,1.9,tp_sys_ok,down,0.48,0.72,0.62,0.74
000862.SZ|20240219|537,000862.SZ,20240219,EVENT,10.6181,2024,202402,down,5,3.747,14.169867690994465,-0.41257646891449395,0.33,strong_down,1.74,tp_sys_ok,down,0.51,0.45,0.54,0.69
002271.SZ|20240221|541,002271.SZ,20240221,EVENT,0.4844,2024,202402,down,12,11.422,11.005568903540631,-1.411161398868821,0.35,strong_down,1.97,tp_sys_ok,down,0.76,0.55,0.51,0.61
603950.SH|20240222|426,603950.SH,20240222,EVENT,9.3357,2024,202402,down,12,4.412,18.74917535294893,-2.068581313864326,0.33,strong_down,1.98,tp_sys_ok,down,0.52,0.5,0.54,0.69
002111.SZ|20240219|379,002111.SZ,20240219,EVENT,12.1904,2024,202402,down,12,1.344,14.965034965034963,-0.9790209790209836,0.25,strong_down,1.81,tp_sys_ok,down,0.64,0.67,0.53,0.69
688252.SH|20240222|430,688252.SH,20240222,EVENT,15.3961,2024,202402,down,12,30.473,20.99737532808399,5.249343832021003,0.3,strong_down,1.88,tp_sys_ok,down,0.75,0.65,0.53,0.7
605060.SH|20240219|383,605060.SH,20240219,EVENT,1.0744,2024,202402,down,2,7.604,7.832360013740991,-3.778770182068014,0.29,strong_down,1.58,tp_sys_ok,down,0.76,0.43,0.47,0.51
688571.SH|20240223|592,688571.SH,20240223,EVENT,4.5145,2024,202402,down,12,31.107,10.636202481780588,-3.7423675398857714,0.34,strong_down,1.75,tp_sys_ok,down,0.47,0.61,0.59,0.65
001283.SZ|20240221|387,001283.SZ,20240221,EVENT,2.4828,2024,202402,down,12,24.398,12.697220135236641,-0.1228340071315337,0.32,strong_down,1.77,tp_sys_ok,down,0.67,0.58,0.56,0.46
300776.SZ|20240226|596,300776.SZ,20240226,EVENT,3.9082,2024,202402,down,12,24.382,6.973037587993081,-2.9884446805684695,0.3,strong_down,1.82,tp_sys_ok,down,0.45,0.72,0.6,0.59
002249.SZ|20240221|391,002249.SZ,20240221,EVENT,7.1234,2024,202402,up,7,20.871,15.786687839089586,1.2306470821754623,0.39,mild_up,1.71,tp_sys_ok,unknown,0.7,0.42,0.29,0.31
002058.SZ|20240223|434,002058.SZ,20240223,EVENT,3.3182,2024,202402,down,12,32.258,13.921568627450975,-7.352941176470584,0.32,strong_down,1.76,tp_sys_ok,down,0.66,0.62,0.64,0.6
002917.SZ|20240221|545,002917.SZ,20240221,EVENT,9.1764,2024,202402,down,12,23.963,16.25635013677218,1.1581228462822946,0.28,strong_down,1.81,tp_sys_ok,down,0.64,0.64,0.55,0.75
688193.SH|20240226|600,688193.SH,20240226,EVENT,-3.6548,2024,202402,down,12,36.75,9.429392579197216,-12.949268576226302,0.33,strong_down,1.81,tp_sys_ok,down,0.55,0.66,0.61,0.56
300997.SZ|20240223|438,300997.SZ,20240223,EVENT,4.9191,2024,202402,up,7,29.394,8.609055393977783,-2.7493816850801434,0.59,mild_up,2.28,tp_sys_ok,up,0.58,0.54,0.86,0.51
301187.SZ|20240227|604,301187.SZ,20240227,EVENT,7.1076,2024,202402,down,12,38.794,9.761702210879374,-10.547879570144813,0.37,strong_down,2.06,tp_sys_ok,down,0.47,0.64,0.6,0.67
301003.SZ|20240221|549,301003.SZ,20240221,EVENT,20.6918,2024,202402,down,12,29.159,22.130657273875176,2.525420349571328,0.36,strong_down,1.87,tp_sys_ok,down,0.51,0.61,0.63,0.58
300339.SZ|20240228|608,300339.SZ,20240228,EVENT,6.9058,2024,202402,down,12,29.749,12.381328960579307,-6.656863289842696,0.36,strong_down,1.89,tp_sys_ok,down,0.4,0.54,0.54,0.57
